Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,EMA_9,EMA_21,Signal,Position,Buy,Sell,Portfolio_Value,Returns
2022-07-13 00:00:00+05:30,461.2986047162549,465.74372839283694,458.27213384761626,460.11639404296875,8208853,0.0,0.0,460.11639404296875,460.11639404296875,0,,,,100000.0,
2022-07-14 00:00:00+05:30,460.21100940450947,462.38626565305754,450.9424597491278,453.35418701171875,9385630,0.0,0.0,456.35961235894104,456.5742855980282,0,0.0,,,100000.0,0.0
2022-07-15 00:00:00+05:30,456.3805903939709,458.13026793850156,448.9563305595152,453.1177062988281,6945602,0.0,0.0,455.03096233430455,455.31070222883415,0,0.0,,,100000.0,0.0
2022-07-18 00:00:00+05:30,458.272157767472,464.8452609990571,455.9550420444267,463.7103271484375,9934786,0.0,0.0,457.9711265667344,457.71964443266785,0,0.0,,,100000.0,0.0
2022-07-19 00:00:00+05:30,461.53505638903056,471.5129031327425,461.53505638903056,470.9454650878906,11724183,0.0,0.0,461.83069894927735,460.8914064056595,0,0.0,,,100000.0,0.0
2022-07-20 00:00:00+05:30,473.8300667144491,482.9094510108322,473.26259978419387,481.0179138183594,19280117,0.0,0.0,467.0315009673085,465.09249244464104,0,0.0,,,100000.0,0.0
2022-07-21 00:00:00+05:30,482.15281292081585,485.55761446071546,479.2682302825926,484.2807922363281,13814893,0.0,0.0,471.39683641828003,468.67556726929223,0,0.0,,,100000.0,0.0
2022-07-22 00:00:00+05:30,485.60486645969866,491.98880407908524,483.47688725323644,485.84130859375,14699129,0.0,0.0,474.86811471040494,471.60067228611615,0,0.0,,,100000.0,0.0
2022-07-25 00:00:00+05:30,485.55761646836356,490.85389747437273,481.5380711043207,489.7189636230469,10229778,0.0,0.0,478.2987344846666,474.4607358087077,0,0.0,,,100000.0,0.0
2022-07-26 00:00:00+05:30,489.624398970835,492.556258440218,485.2738289249796,486.314208984375,8862656,0.0,0.0,480.0946660702574,476.21446142025604,1,1.0,486.314208984375,,100000.0,0.0
2022-07-27 00:00:00+05:30,487.3545247120165,501.2100571289965,484.46994216508864,499.5549621582031,15101546,0.0,0.0,484.35246765941207,479.4813494475671,1,0.0,,,102722.67454440212,0.02722674544402115
2022-07-28 00:00:00+05:30,504.2838504057992,508.35064401287485,500.83177177965706,503.57452392578125,12160734,0.0,0.0,488.480559203515,482.695889590942,1,0.0,,,103549.210494477,0.00804628533807894
2022-07-29 00:00:00+05:30,506.0334689140187,507.8777291963506,498.1836012182079,499.6968078613281,11921058,0.0,0.0,490.8543071060922,484.8716752062088,1,0.0,,,102751.84204568103,-0.007700381731432837
2022-08-01 00:00:00+05:30,500.35886167166035,505.98619633480314,497.85260953984863,504.8039855957031,8295631,0.0,0.0,493.7725902541936,487.33143507496754,1,0.0,,,103802.02269844066,0.010220553051426107
2022-08-02 00:00:00+05:30,503.0543776407157,515.349370325729,502.2977165261426,512.701171875,16845027,0.0,0.0,497.69636202430615,490.36366699836645,1,0.0,,,105425.90827147162,0.01564406483434877
2022-08-03 00:00:00+05:30,512.511993525269,516.7679519437197,505.655171628876,511.5188903808594,24262125,0.0,0.0,500.54093531571175,492.82183896470565,1,0.0,,,105182.79765033437,-0.0023059855506413207
2022-08-04 00:00:00+05:30,514.1671635560723,514.4981595024614,495.7719512714804,504.3311462402344,18072293,0.0,0.0,501.3164403208777,494.1262006273989,1,0.0,,,103704.79351065768,-0.014051766759333728
2022-08-05 00:00:00+05:30,506.5063861474402,513.4578203213883,500.3116130693966,502.25042724609375,21110734,0.0,0.0,501.5066644797246,495.02673586103657,1,0.0,,,103276.93864734081,-0.004125699968467678
2022-08-08 00:00:00+05:30,495.58272221944645,495.58272221944645,485.98314830777673,492.177978515625,32566317,0.0,0.0,499.61364601570733,494.7171358437599,1,0.0,,,101205.75739366036,-0.020054634469297117
2022-08-10 00:00:00+05:30,493.2655702633671,495.10983046053855,485.5575913010178,486.7870788574219,16904151,0.0,0.0,497.01841156800776,493.8703526455415,1,0.0,,,100097.23546306294,-0.010953150879406959
2022-08-11 00:00:00+05:30,491.7996827916567,497.47429451617586,489.15154219857493,496.2920837402344,13862195,0.0,0.0,496.8717936912283,494.1249082638177,1,0.0,,,102051.73416106786,0.019526000782770447
2022-08-12 00:00:00+05:30,497.1905298884075,502.9596948559826,496.67036873971307,501.91937255859375,12154012,0.0,0.0,497.88881374818476,494.9327340752642,1,0.0,,,103208.8644102768,0.011338663264483628
2022-08-16 00:00:00+05:30,504.3783780065253,504.8985391865189,496.52851024669945,497.427001953125,10721167,0.0,0.0,497.79590294056806,495.18799249004894,1,0.0,,,102285.1055476989,-0.008950382972006787
2022-08-17 00:00:00+05:30,500.16971280275317,501.7775310056564,495.9137540024929,499.5077209472656,12054183,0.0,0.0,498.13989097949315,495.62506959112517,1,0.0,,,102712.96041101578,0.004182963502123549
2022-08-18 00:00:00+05:30,498.27816163878566,505.79703352089945,497.6634466865571,503.4798889160156,9013662,0.0,0.0,499.2119406559657,496.41175168423797,1,0.0,,,103529.75085130447,0.007952165306308157
2022-08-19 00:00:00+05:30,503.14887253569157,504.7094137454508,490.38099701081967,492.1306457519531,11087222,0.0,0.0,497.791388319168,495.9869140409876,1,0.0,,,101196.02443443412,-0.02254160178770437
2022-08-22 00:00:00+05:30,490.853901910903,491.7051167383744,482.3419845367255,483.57147216796875,9676954,0.0,0.0,494.94051209317183,494.7650354364513,1,0.0,,,99436.015488395,-0.017392075981991217
2022-08-23 00:00:00+05:30,480.68688485359866,495.5827401146792,480.68688485359866,493.5966491699219,8597965,0.0,0.0,494.67121861918775,494.6509042654516,1,0.0,,,101497.47633340914,0.020731531074419607
2022-08-24 00:00:00+05:30,490.85391523552954,494.63698972674746,484.5172539177123,491.13763427734375,11930650,0.0,0.0,493.9634064645609,494.31002740928574,0,-1.0,,491.13763427734375,100991.83309964191,-0.004981830603415616
2022-08-25 00:00:00+05:30,493.6439082290722,499.64951545599195,490.38099517324997,492.177978515625,15473450,0.0,0.0,493.6058782763143,494.10442182394263,0,0.0,,,100991.83309964191,0.0
2022-08-26 00:00:00+05:30,495.3935546875,500.7844469647244,493.88034809833897,495.3935546875,12855886,0.0,0.0,493.96376799536165,494.22805694799,0,0.0,,,100991.83309964191,0.0
2022-08-29 00:00:00+05:30,483.57148799346,488.9623807185564,481.1597895368773,486.928955078125,9421339,0.0,0.0,492.5556898174472,493.5315121718623,0,0.0,,,100991.83309964191,0.0
2022-08-30 00:00:00+05:30,490.0972765840888,503.62175537109374,489.8608344454169,502.4395446777344,14835308,0.0,0.0,494.53371451160007,494.3777704520793,1,1.0,502.4395446777344,,100991.83309964191,0.0
2022-09-01 00:00:00+05:30,493.92762598529777,511.5662325595548,493.92762598529777,504.37835693359375,16670228,0.0,0.0,496.503641867837,495.3239505442408,1,0.0,,,101381.54009191474,0.003858797095883215
2022-09-02 00:00:00+05:30,507.8777131616108,508.68159334192575,502.4395439797127,507.593994140625,10017930,0.0,0.0,498.722612443797,496.48056618271113,1,0.0,,,102027.89267216357,0.006375446453692035
2022-09-05 00:00:00+05:30,507.8777297346641,511.4716388097338,507.21568018067234,509.6747131347656,7819994,0.0,0.0,500.9137436447189,497.72013306497945,1,0.0,,,102446.12333814007,0.00409917969510909
2022-09-06 00:00:00+05:30,508.8234731138315,513.2685967845732,505.1349527279727,508.6343078613281,8657868,0.0,0.0,502.4582574667541,498.7423937738115,1,0.0,,,102236.99880396675,-0.0020413123245578424
2022-09-07 00:00:00+05:30,505.4188074634972,508.30339040263664,502.72333208091305,503.95281982421875,8445359,0.0,0.0,502.757232032835,499.22908036877453,1,0.0,,,101296.00587554395,-0.009204035128486998
2022-09-08 00:00:00+05:30,506.9319331126886,516.6733374465072,506.4590488467253,515.1128540039062,12240707,0.0,0.0,505.2287670812466,500.70902908680324,1,0.0,,,103539.20572157559,0.022144997985287906
2022-09-09 00:00:00+05:30,519.8417059673161,526.7930817113361,518.2811647716557,523.3410034179688,18587927,0.0,0.0,508.8516959184347,502.8129676705724,1,0.0,,,105193.088066519,0.015973488819209347
2022-09-12 00:00:00+05:30,524.8070068359375,528.3063043931888,521.3549284374099,524.8070068359375,9677415,0.0,0.0,512.0430974699583,504.85341072439917,1,0.0,,,105487.75908530987,0.002801239360940899
2022-09-13 00:00:00+05:30,529.6304288474462,529.6304288474462,523.7193749540595,527.7388916015625,16707275,0.0,0.0,515.182523369098,506.97260606765343,1,0.0,,,106077.07658639808,0.0055865960771013246
2022-09-14 00:00:00+05:30,520.1726982673808,543.6750234535912,519.4633718606526,540.7431640625,21632641,0.0,0.0,520.2949994448704,510.09448068275276,1,0.0,,,108690.97377635681,0.024641489698575603
2022-09-15 00:00:00+05:30,541.4997937964107,547.1271284429683,537.1020044950002,541.1215209960938,12749947,0.0,0.0,524.4605305482004,512.9583395875026,1,0.0,,,108767.02463798654,0.0006996980428770616
2022-09-16 00:00:00+05:30,538.2368625915752,542.871151610006,529.9141108366572,531.332763671875,14739280,0.0,0.0,525.8350370411366,514.651977149795,1,0.0,,,106799.45549178313,-0.018089757927571837
2022-09-19 00:00:00+05:30,530.2925088124447,543.2495512341687,529.2048517436883,541.2161254882812,11194003,0.0,0.0,528.9113619248427,517.097399054744,1,0.0,,,108786.04042045565,0.018601077313782577
2022-09-20 00:00:00+05:30,546.6069776867555,546.6069776867555,541.7835231583919,542.91845703125,8484017,0.0,0.0,531.7128590404659,519.471688106242,1,0.0,,,109128.21409067906,0.0031453821547406946
2022-09-21 00:00:00+05:30,543.8169443532304,545.9922005856165,534.7375888940823,538.8043823242188,9392526,0.0,0.0,533.1311953271727,521.2475099520645,1,0.0,,,108301.27291820735,-0.007577702790816043
2022-09-22 00:00:00+05:30,536.0143846837367,542.8712074256107,531.5219835769916,536.5345458984375,11869435,0.0,0.0,533.811877585203,522.6503860114598,1,0.0,,,107845.02908966273,-0.004212728218708883
2022-09-23 00:00:00+05:30,534.1700991407816,537.1965702364364,519.6998509593694,520.7401733398438,12563239,0.0,0.0,531.197499422479,522.4752383093582,1,0.0,,,104670.31353582596,-0.029437755088343454
2022-09-26 00:00:00+05:30,516.2004810276811,519.2269520381395,504.09465471098065,513.8360595703125,16158750,0.0,0.0,527.7251718050732,521.6837288660074,1,0.0,,,103282.56626772297,-0.013258269906949338
2022-09-27 00:00:00+05:30,515.0182717607147,521.0239369145561,504.2838214038483,507.40484619140625,11066799,0.0,0.0,523.6610695592642,520.3764451822861,1,0.0,,,101989.87337547207,-0.012516080292777176
2022-09-28 00:00:00+05:30,504.0000796305769,510.52584794188544,492.13063823639163,496.3865966796875,12233485,0.0,0.0,518.2061351213707,518.1815019778859,1,0.0,,,99775.17266665061,-0.021714907917064652
2022-09-29 00:00:00+05:30,500.3115953811916,506.64825662197285,491.37407045931724,493.45477294921875,17310168,0.0,0.0,513.2558337474461,515.9204621462718,0,-1.0,,493.45477294921875,99185.86743380915,-0.005906331375745477
2022-09-30 00:00:00+05:30,495.5827187447877,507.7831560940152,488.15845873914054,501.82476806640625,17466950,0.0,0.0,510.96960991901454,514.632221455673,0,0.0,,,99185.86743380915,0.0
2022-10-03 00:00:00+05:30,498.98746190216895,502.817870694515,490.3809912215064,491.5632019042969,9351162,0.0,0.0,507.08831379441807,512.5249048278373,0,0.0,,,99185.86743380915,0.0
2022-10-04 00:00:00+05:30,504.0946626378347,506.74280316670263,499.17665438414605,503.8109436035156,8745887,0.0,0.0,506.43283779429606,511.72924843119165,0,0.0,,,99185.86743380915,0.0
2022-10-06 00:00:00+05:30,505.6078513199719,512.4173965270862,505.6078513199719,508.16143798828125,9507322,0.0,0.0,506.7785586609301,511.40360794272243,0,0.0,,,99185.86743380915,0.0
2022-10-07 00:00:00+05:30,506.45906451480334,506.5536182808691,497.99442434716724,501.4465026855469,11065307,0.0,0.0,505.7121454230116,510.49513451620265,0,0.0,,,99185.86743380915,0.0
2022-10-10 00:00:00+05:30,497.1905550114877,504.94586892749584,493.88036497509313,501.9666748046875,9649292,0.0,0.0,504.96305015136153,509.7172652641065,0,0.0,,,99185.86743380915,0.0
2022-10-11 00:00:00+05:30,501.9666720027099,504.75670084855227,497.0013869758343,498.7983703613281,10825440,0.0,0.0,503.73011268177794,508.7216658934674,0,0.0,,,99185.86743380915,0.0
2022-10-12 00:00:00+05:30,501.2573482590859,505.9861911671905,497.4742739326023,504.85125732421875,8522604,0.0,0.0,503.9543418301893,508.3688529383262,0,0.0,,,99185.86743380915,0.0
2022-10-13 00:00:00+05:30,504.0946668770426,504.8512702166341,491.9888402681743,493.1710510253906,12972765,0.0,0.0,501.7976819770329,506.98381697746197,0,0.0,,,99185.86743380915,0.0
2022-10-14 00:00:00+05:30,501.4464668577873,505.84425571800364,497.4742276395939,498.6091613769531,8545479,0.0,0.0,501.1599774567233,506.2207729892633,0,0.0,,,99185.86743380915,0.0
2022-10-17 00:00:00+05:30,497.852606168704,515.1601597269055,495.77190373695043,514.1671142578125,13485349,0.0,0.0,503.7614061232958,506.9446438206069,0,0.0,,,99185.86743380915,0.0
2022-10-18 00:00:00+05:30,517.4299285082948,532.940555155672,517.0989326199887,531.947509765625,20440781,0.0,0.0,509.39862911642876,509.22185331821316,1,1.0,531.947509765625,,99185.86743380915,0.0
2022-10-19 00:00:00+05:30,532.4677221755691,532.8933295908961,521.6386601529041,523.3883666992188,9540583,0.0,0.0,512.1965775322128,510.5118923382393,1,0.0,,,97589.94675752736,-0.01609020234003411
2022-10-20 00:00:00+05:30,522.0642708738797,526.6039486407994,515.7276096642603,525.2799072265625,11225588,0.0,0.0,514.8132441438541,511.85649926738756,1,0.0,,,97942.63961640258,0.003614028602265007
2022-10-21 00:00:00+05:30,527.0295821096737,535.1158925512549,527.0295821096737,530.434326171875,11767639,0.0,0.0,517.9374611920725,513.547748280566,1,0.0,,,98903.72225110339,0.009812709137357656
2022-10-24 00:00:00+05:30,536.250784095811,541.4525112783982,535.2104617493467,539.5609741210938,3692065,0.0,0.0,522.2621644895088,515.9155852156385,1,0.0,,,100605.45875139286,0.01720599044764959
2022-10-25 00:00:00+05:30,541.4525497145627,554.4095917069079,537.1965908085093,547.1744384765625,19899324,0.0,0.0,527.2446199428118,518.7605740626169,1,0.0,,,102025.05006897656,0.014110480039573936
2022-10-27 00:00:00+05:30,552.2815145924133,553.274559949862,546.2758501185651,548.2147216796875,13613533,0.0,0.0,531.4386407318689,521.4410288607835,1,0.0,,,102219.01919184029,0.0019011911558248773
2022-10-28 00:00:00+05:30,548.4984448958112,551.0520313525482,536.2507314594284,539.79736328125,10043644,0.0,0.0,533.1103853825892,523.1113755965439,1,0.0,,,100649.53540082088,-0.015354126887813901
2022-10-31 00:00:00+05:30,543.769663807375,546.1340852886444,537.5748910714758,542.6820068359375,9894639,0.0,0.0,535.0247098022841,524.8920639211351,1,0.0,,,101187.40026146303,0.0053439378383635106
2022-11-01 00:00:00+05:30,545.0936727265695,553.9839200565388,543.438577788287,545.6138916015625,12069579,0.0,0.0,537.1425462763333,526.7773487015845,1,0.0,,,101734.07362369497,0.005402583333689481
2022-11-02 00:00:00+05:30,544.6681809673819,547.552763764299,538.9935691471632,542.7293090820312,10241440,0.0,0.0,538.259898885671,528.2285641784639,1,0.0,,,101196.22014354584,-0.005286856811992036
2022-11-03 00:00:00+05:30,538.1423698961975,556.064697626696,537.1966012320565,553.1801147460938,17557998,0.0,0.0,541.2439421607311,530.4983618159309,1,0.0,,,103144.85643968888,0.019256018588233115
2022-11-04 00:00:00+05:30,554.2203860808812,564.5765635432895,548.9241051401274,561.7392578125,25759031,0.0,0.0,545.3430054042476,533.3401219117168,1,0.0,,,104740.77711597069,0.015472615226479913
2022-11-07 00:00:00+05:30,579.7561540508798,588.9301210515242,574.7435919964456,580.8438110351562,44265903,0.0,0.0,552.4431666872406,537.6609594136585,1,0.0,,,108302.97385256116,0.03400964585785293
2022-11-09 00:00:00+05:30,587.3222354881241,587.3222354881241,577.4389431687815,582.1677856445312,18939854,0.0,0.0,558.3880905837365,541.7090107269274,1,0.0,,,108549.83950693569,0.002279398668319166
2022-11-10 00:00:00+05:30,579.8507294333699,581.742266711215,569.541885904196,572.8993530273438,11618405,0.0,0.0,561.2903431134806,544.5457553529532,1,0.0,,,106821.66612138381,-0.015920552194289228
2022-11-11 00:00:00+05:30,583.7756325837807,585.9508886854824,566.0424724202394,568.6906127929688,15525267,0.0,0.0,562.7703970661144,546.7416283385083,1,0.0,,,106036.9128453811,-0.007346386781788006
2022-11-14 00:00:00+05:30,571.1970082557938,571.1970082557938,559.564064987439,560.4152221679688,12957268,0.0,0.0,562.2993620822242,547.9851384191924,1,0.0,,,104493.90008110314,-0.014551656803965196
2022-11-15 00:00:00+05:30,562.0702421422246,569.447225345239,560.5097586575258,568.2650146484375,10286417,0.0,0.0,563.4924926041016,549.8293784697418,1,0.0,,,105957.55666762186,0.0140071007530842
2022-11-16 00:00:00+05:30,567.4138356593622,570.7713023635337,563.6780384567788,567.2246704101562,11555749,0.0,0.0,564.238928169634,551.4112481503962,1,0.0,,,105763.57616426513,-0.0018307377921635837
2022-11-17 00:00:00+05:30,566.6099599916786,570.062038562034,563.8199887288042,566.5626831054688,8167131,0.0,0.0,564.7036791589536,552.7890310012501,1,0.0,,,105640.14333707785,-0.00116706366845587
2022-11-18 00:00:00+05:30,568.4068914128185,572.8992919689098,564.7657056310915,570.0147094726562,12933675,0.0,0.0,565.76588522563,554.3553941712474,1,0.0,,,106283.80126074166,0.006092929291188209
2022-11-21 00:00:00+05:30,569.4472590238177,569.4472590238177,563.0633208835276,565.6641845703125,7412419,0.0,0.0,565.7455450945063,555.3837002144934,1,0.0,,,105472.61109947655,-0.007632302868760377
2022-11-22 00:00:00+05:30,565.7115512979567,568.1232498539574,563.8200139638168,566.6099853515625,8048595,0.0,0.0,565.9184331463275,556.4044829318686,1,0.0,,,105648.96321916067,0.0016720181461875594
2022-11-23 00:00:00+05:30,568.9270662065175,576.5404915759619,568.4069050431018,574.6962890625,12435924,0.0,0.0,567.6740043328925,558.0676874412844,1,0.0,,,107156.71921609342,0.014271375231624583
2022-11-24 00:00:00+05:30,576.6824076810045,578.1483374757161,572.9466101411601,576.3040771484375,8960032,0.0,0.0,569.4000188986212,559.7258247685402,1,0.0,,,107456.5041629648,0.002797630881800739
2022-11-25 00:00:00+05:30,577.4389751568668,580.4181691716772,573.3721819474615,574.4598388671875,9994513,0.0,0.0,570.4119828935632,561.0654889818738,1,0.0,,,107112.6311861724,-0.0032001131943665273
2022-11-28 00:00:00+05:30,572.7574208626024,577.7700404458606,569.6836730210467,575.5947265625,7934274,0.0,0.0,571.4485316283574,562.3865155683683,1,0.0,,,107324.24007320173,0.0019755736058946205
2022-11-29 00:00:00+05:30,574.1761092999211,578.6212333836287,574.1761092999211,575.5474853515625,6942919,0.0,0.0,572.2683223736353,563.583121195989,1,0.0,,,107315.43157161192,-8.207373827018305e-05
2022-11-30 00:00:00+05:30,575.500208955112,578.2429610607289,565.9479689220002,569.7783203125,15606230,0.0,0.0,571.7703219610987,564.1463869433068,1,0.0,,,106239.72461131365,-0.010023786370187082
2022-12-01 00:00:00+05:30,574.8853840368389,576.7296442351469,568.927053778954,575.121826171875,14209313,0.0,0.0,572.4406228035873,565.144260163412,1,0.0,,,107236.06401335966,0.009378218982505793
